what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733526540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733553540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349733614439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733617664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349733739067
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733741208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733751890
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733764127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349733770843
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733772635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733777944
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733781948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349733785993
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733787948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733793127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349733803761
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733805468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349733807220
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349733809277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349733891736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349734089104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734156307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734190055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734256241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1349734268116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349734274271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349734338856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1349734340866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734354921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349734361563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349734400356
closed,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349734402693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349734404853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734405270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734405534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734410698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734465330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349734467406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734467838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734468051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734469380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734793004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349734871639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349734931488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349734951867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349734954261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349734954623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349734956715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349735338114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349735419280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349735420687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349735423449
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1349735868133
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1349735868183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349735868268
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349735870537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349735911161
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1349737049306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737049439
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349737053120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1349737074983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349737081482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1349737094061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349737098690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1349737109162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349737116182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349737205765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349737206067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737207866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737225793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737228758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737339172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737360829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737381640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349737472529
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1349738861067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349738861191
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349738883631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1349738995460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349739001920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349739015021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349739016483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349739016779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349739018233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349739131195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349739319637
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1349739330202
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349739334636
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349739334691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349739418181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349739418601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349739418834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349739421229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349739458923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349739460678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349763961727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349763962073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349763964372
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349763965948
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1349763966882
activated,perspective,org.epic.perleditor,,"org.epic.core.Perspective",1349817542689
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1349817542693
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1349817542694
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1349817542694
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1349817542695
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1349817542726
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1349817542726
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1349817542727
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1349817542740
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1349817542741
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1349817542741
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1349817542806
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1349817542806
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1349817542824
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1349817542825
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1349817542866
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1349817542866
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1349817542867
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1349817542908
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1349817542954
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1349817543019
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1349817543028
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1349817543038
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1349817543068
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1349817543079
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1349817543119
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1349817543194
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1349817543238
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1349817543253
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1349817543276
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1349817543318
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1349817543319
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1349817543354
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1349817543365
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1349817543386
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1349817543433
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1349817543452
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1349817543479
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1349817543515
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1349817543520
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1349817543549
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1349817543602
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1349817543625
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1349817543646
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1349817543657
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1349817543669
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1349817543683
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1349817543683
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1349817543766
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1349817543776
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1349817543827
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1349817543848
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1349817543858
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1349817543918
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1349817543935
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1349817543939
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1349817543970
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1349817544005
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1349817544019
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1349817544029
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1349817544064
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1349817544079
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1349817544091
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1349817544134
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1349817544208
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349817544235
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1349817544235
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1349817544260
started,bundle,org.epic.perleditor,0.5.38,"org.epic.perleditor",1349817544260
os,sysinfo,,,"macosx",1349817544265
arch,sysinfo,,,"x86",1349817544265
ws,sysinfo,,,"cocoa",1349817544265
locale,sysinfo,,,"en_US",1349817544265
processors,sysinfo,,,"2",1349817544265
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1349817544265
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1349817544265
java.specification.name,sysinfo,,,"Java Platform API Specification",1349817544265
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349817544265
java.specification.version,sysinfo,,,"1.6",1349817544265
java.vendor,sysinfo,,,"Apple Inc.",1349817544265
java.version,sysinfo,,,"1.6.0_35",1349817544265
java.vm.info,sysinfo,,,"mixed mode",1349817544265
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1349817544265
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349817544265
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1349817544265
java.vm.specification.version,sysinfo,,,"1.0",1349817544265
java.vm.vendor,sysinfo,,,"Apple Inc.",1349817544265
java.vm.version,sysinfo,,,"20.10-b01-428",1349817544265
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1349817544376
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1349817544615
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349817544712
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1349817544792
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1349817544829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349821106823
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1349821108635
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349821109047
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349821110196
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1349821114594
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349821117328
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349821117404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349821123543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349821169063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349821385994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349821390378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349821449672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349821450004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349821451316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349821713511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349822155227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349822159699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349822160086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349822160358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349822164288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349822202922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349822325999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349822330718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349822389512
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349822394612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349822428987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349822431181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349822431525
